Product_code	Main_category	Sub_category	Product_name	Specifications	Image_path	INR	GBP	CAD	Euro	Date	Company	Product_price	Profit%	Selling price	Folder_path	Image_name	number
SR160	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR160-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/035_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	035
SR161	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR161-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/036_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	036
SR162	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR162-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/037_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	037
SR163	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR163-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/038_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	038
SR164	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR164-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/039_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	039
SR165	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR165-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/040_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	040
SR166	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR166-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/041_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	041
SR167	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR167-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/042_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	042
SR168	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR168-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/043_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	043
SR169	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR169-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/044_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	044
SR170	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR170-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/045_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	045
SR171	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR171-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/046_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	046
SR172	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR172-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/047_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	047
SR173	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR173-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/048_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	048
SR174	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR174-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/049_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	049
SR175	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR175-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/050_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	050
SR176	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR176-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/051_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	051
SR177	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR177-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/052_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	052
SR178	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR178-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/053_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	053
SR179	Saree	Nikki Galrani Inspired Silk Sarees Bridal Collections	SR179-Nikki Galrani Inspired Silk Sarees Bridal Collections	"?? STUNNING TRIPLE SHADE ??

?? Wedding collection_MIXED Kootanji All self

?? NAME         : SEMI KOOTANJI MEENA JACQUARD  SILK
?? MATERIAL :  HALF SILK YARUN
?? SIZE            : 6.3 mts
?? FABRIC      : 2.0 (Double)warp saree
?? TYPE          : WOVEN
?? BLOUSE     :  CONTRAST
?? FABRIC      : SOFT
?? WEIGHT    : 950 gms"	Products/Sarees/VSRTEX/310725/054_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	3498.25	32.3912037	58.30416667	34.9825	31-Jul-25	VSRTEX	1999	75%	3498.25	Products/Sarees/VSRTEX/310725/	_elite_korvai_bridal_rapier_fancy_light_weight_silk_type_sarees.jpeg	054
SR180	Saree	Poondhamil Sarees 550 series Uniform Set Sarees	SR180-Poondhamil Sarees 550 series Uniform Set Sarees	"??NAME         : 3D Embossed Saree
??MATERIAL :  Karizma SILK
??SIZE            : 6.25 mts
??FABRIC      : 80's warp saree
??TYPE          : WOVEN
??PALLU        :  CONTRAST
??FABRIC       : SOFT 
??WEIGHT     : 600 gms
 Note : Copper and silver zari used "	Products/Sarees/VSRTEX/310725/001_poondhamilsarees_550series_uniform_set_saries	960.75	8.895833333	16.0125	9.6075	31-Jul-25	VSRTEX	549	75%	960.75	Products/Sarees/VSRTEX/310725/	_poondhamilsarees_550series_uniform_set_saries	001
SR181	Saree	Poondhamil Sarees 550 series Uniform Set Sarees	SR181-Poondhamil Sarees 550 series Uniform Set Sarees	"??NAME         : 3D Embossed Saree
??MATERIAL :  Karizma SILK
??SIZE            : 6.25 mts
??FABRIC      : 80's warp saree
??TYPE          : WOVEN
??PALLU        :  CONTRAST
??FABRIC       : SOFT 
??WEIGHT     : 600 gms
 Note : Copper and silver zari used "	Products/Sarees/VSRTEX/310725/002_poondhamilsarees_550series_uniform_set_saries	960.75	8.895833333	16.0125	9.6075	31-Jul-25	VSRTEX	549	75%	960.75	Products/Sarees/VSRTEX/310725/	_poondhamilsarees_550series_uniform_set_saries	002
SR182	Saree	Poondhamil Sarees 550 series Uniform Set Sarees	SR182-Poondhamil Sarees 550 series Uniform Set Sarees	"??NAME         : 3D Embossed Saree
??MATERIAL :  Karizma SILK
??SIZE            : 6.25 mts
??FABRIC      : 80's warp saree
??TYPE          : WOVEN
??PALLU        :  CONTRAST
??FABRIC       : SOFT 
??WEIGHT     : 600 gms
 Note : Copper and silver zari used "	Products/Sarees/VSRTEX/310725/003_poondhamilsarees_550series_uniform_set_saries	960.75	8.895833333	16.0125	9.6075	31-Jul-25	VSRTEX	549	75%	960.75	Products/Sarees/VSRTEX/310725/	_poondhamilsarees_550series_uniform_set_saries	003
SR183	Saree	Poondhamil Sarees 550 series Uniform Set Sarees	SR183-Poondhamil Sarees 550 series Uniform Set Sarees	"??NAME         : 3D Embossed Saree
??MATERIAL :  Karizma SILK
??SIZE            : 6.25 mts
??FABRIC      : 80's warp saree
??TYPE          : WOVEN
??PALLU        :  CONTRAST
??FABRIC       : SOFT 
??WEIGHT     : 600 gms
 Note : Copper and silver zari used "	Products/Sarees/VSRTEX/310725/004_poondhamilsarees_550series_uniform_set_saries	960.75	8.895833333	16.0125	9.6075	31-Jul-25	VSRTEX	549	75%	960.75	Products/Sarees/VSRTEX/310725/	_poondhamilsarees_550series_uniform_set_saries	004
SR184	Saree	Poondhamil Sarees 550 series Uniform Set Sarees	SR184-Poondhamil Sarees 550 series Uniform Set Sarees	"??NAME         : 3D Embossed Saree
??MATERIAL :  Karizma SILK
??SIZE            : 6.25 mts
??FABRIC      : 80's warp saree
??TYPE          : WOVEN
??PALLU        :  CONTRAST
??FABRIC       : SOFT 
??WEIGHT     : 600 gms
 Note : Copper and silver zari used "	Products/Sarees/VSRTEX/310725/005_poondhamilsarees_550series_uniform_set_saries	960.75	8.895833333	16.0125	9.6075	31-Jul-25	VSRTEX	549	75%	960.75	Products/Sarees/VSRTEX/310725/	_poondhamilsarees_550series_uniform_set_saries	005
SR185	Saree	Poondhamil Sarees 550 series Uniform Set Sarees	SR185-Poondhamil Sarees 550 series Uniform Set Sarees	"??NAME         : 3D Embossed Saree
??MATERIAL :  Karizma SILK
??SIZE            : 6.25 mts
??FABRIC      : 80's warp saree
??TYPE          : WOVEN
??PALLU        :  CONTRAST
??FABRIC       : SOFT 
??WEIGHT     : 600 gms
 Note : Copper and silver zari used "	Products/Sarees/VSRTEX/310725/006_poondhamilsarees_550series_uniform_set_saries	960.75	8.895833333	16.0125	9.6075	31-Jul-25	VSRTEX	549	75%	960.75	Products/Sarees/VSRTEX/310725/	_poondhamilsarees_550series_uniform_set_saries	006
SR186	Saree	Poondhamil Sarees 550 series Uniform Set Sarees	SR186-Poondhamil Sarees 550 series Uniform Set Sarees	"??NAME         : 3D Embossed Saree
??MATERIAL :  Karizma SILK
??SIZE            : 6.25 mts
??FABRIC      : 80's warp saree
??TYPE          : WOVEN
??PALLU        :  CONTRAST
??FABRIC       : SOFT 
??WEIGHT     : 600 gms
 Note : Copper and silver zari used "	Products/Sarees/VSRTEX/310725/007_poondhamilsarees_550series_uniform_set_saries	960.75	8.895833333	16.0125	9.6075	31-Jul-25	VSRTEX	549	75%	960.75	Products/Sarees/VSRTEX/310725/	_poondhamilsarees_550series_uniform_set_saries	007
SR187	Saree	Poondhamil Sarees 550 series Uniform Set Sarees	SR187-Poondhamil Sarees 550 series Uniform Set Sarees	"??NAME         : 3D Embossed Saree
??MATERIAL :  Karizma SILK
??SIZE            : 6.25 mts
??FABRIC      : 80's warp saree
??TYPE          : WOVEN
??PALLU        :  CONTRAST
??FABRIC       : SOFT 
??WEIGHT     : 600 gms
 Note : Copper and silver zari used "	Products/Sarees/VSRTEX/310725/008_poondhamilsarees_550series_uniform_set_saries	960.75	8.895833333	16.0125	9.6075	31-Jul-25	VSRTEX	549	75%	960.75	Products/Sarees/VSRTEX/310725/	_poondhamilsarees_550series_uniform_set_saries	008
SR188	Saree	Poondhamil Sarees 550 series Uniform Set Sarees	SR188-Poondhamil Sarees 550 series Uniform Set Sarees	"??NAME         : 3D Embossed Saree
??MATERIAL :  Karizma SILK
??SIZE            : 6.25 mts
??FABRIC      : 80's warp saree
??TYPE          : WOVEN
??PALLU        :  CONTRAST
??FABRIC       : SOFT 
??WEIGHT     : 600 gms
 Note : Copper and silver zari used "	Products/Sarees/VSRTEX/310725/009_poondhamilsarees_550series_uniform_set_saries	960.75	8.895833333	16.0125	9.6075	31-Jul-25	VSRTEX	549	75%	960.75	Products/Sarees/VSRTEX/310725/	_poondhamilsarees_550series_uniform_set_saries	009
SR189	Saree	Poondhamil Sarees 550 series Uniform Set Sarees	SR189-Poondhamil Sarees 550 series Uniform Set Sarees	"??NAME         : 3D Embossed Saree
??MATERIAL :  Karizma SILK
??SIZE            : 6.25 mts
??FABRIC      : 80's warp saree
??TYPE          : WOVEN
??PALLU        :  CONTRAST
??FABRIC       : SOFT 
??WEIGHT     : 600 gms
 Note : Copper and silver zari used "	Products/Sarees/VSRTEX/310725/010_poondhamilsarees_550series_uniform_set_saries	960.75	8.895833333	16.0125	9.6075	31-Jul-25	VSRTEX	549	75%	960.75	Products/Sarees/VSRTEX/310725/	_poondhamilsarees_550series_uniform_set_saries	010
SR190	Saree	Poondhamil Sarees 550 series Uniform Set Sarees	SR190-Poondhamil Sarees 550 series Uniform Set Sarees	"??NAME         : 3D Embossed Saree
??MATERIAL :  Karizma SILK
??SIZE            : 6.25 mts
??FABRIC      : 80's warp saree
??TYPE          : WOVEN
??PALLU        :  CONTRAST
??FABRIC       : SOFT 
??WEIGHT     : 600 gms
 Note : Copper and silver zari used "	Products/Sarees/VSRTEX/310725/011_poondhamilsarees_550series_uniform_set_saries	960.75	8.895833333	16.0125	9.6075	31-Jul-25	VSRTEX	549	75%	960.75	Products/Sarees/VSRTEX/310725/	_poondhamilsarees_550series_uniform_set_saries	011
SR191	Saree	Poondhamil Sarees 550 series Uniform Set Sarees	SR191-Poondhamil Sarees 550 series Uniform Set Sarees	"??NAME         : 3D Embossed Saree
??MATERIAL :  Karizma SILK
??SIZE            : 6.25 mts
??FABRIC      : 80's warp saree
??TYPE          : WOVEN
??PALLU        :  CONTRAST
??FABRIC       : SOFT 
??WEIGHT     : 600 gms
 Note : Copper and silver zari used "	Products/Sarees/VSRTEX/310725/012_poondhamilsarees_550series_uniform_set_saries	960.75	8.895833333	16.0125	9.6075	31-Jul-25	VSRTEX	549	75%	960.75	Products/Sarees/VSRTEX/310725/	_poondhamilsarees_550series_uniform_set_saries	012
SR192	Saree	Poondhamil Sarees 550 series Uniform Set Sarees	SR192-Poondhamil Sarees 550 series Uniform Set Sarees	"??NAME         : 3D Embossed Saree
??MATERIAL :  Karizma SILK
??SIZE            : 6.25 mts
??FABRIC      : 80's warp saree
??TYPE          : WOVEN
??PALLU        :  CONTRAST
??FABRIC       : SOFT 
??WEIGHT     : 600 gms
 Note : Copper and silver zari used "	Products/Sarees/VSRTEX/310725/013_poondhamilsarees_550series_uniform_set_saries	960.75	8.895833333	16.0125	9.6075	31-Jul-25	VSRTEX	549	75%	960.75	Products/Sarees/VSRTEX/310725/	_poondhamilsarees_550series_uniform_set_saries	013
SR193	Saree	Poondhamil Sarees 550 series Uniform Set Sarees	SR193-Poondhamil Sarees 550 series Uniform Set Sarees	"??NAME         : 3D Embossed Saree
??MATERIAL :  Karizma SILK
??SIZE            : 6.25 mts
??FABRIC      : 80's warp saree
??TYPE          : WOVEN
??PALLU        :  CONTRAST
??FABRIC       : SOFT 
??WEIGHT     : 600 gms
 Note : Copper and silver zari used "	Products/Sarees/VSRTEX/310725/014_poondhamilsarees_550series_uniform_set_saries	960.75	8.895833333	16.0125	9.6075	31-Jul-25	VSRTEX	549	75%	960.75	Products/Sarees/VSRTEX/310725/	_poondhamilsarees_550series_uniform_set_saries	014
SR194	Saree	Poondhamil Sarees 550 series Uniform Set Sarees	SR194-Poondhamil Sarees 550 series Uniform Set Sarees	"??NAME         : 3D Embossed Saree
??MATERIAL :  Karizma SILK
??SIZE            : 6.25 mts
??FABRIC      : 80's warp saree
??TYPE          : WOVEN
??PALLU        :  CONTRAST
??FABRIC       : SOFT 
??WEIGHT     : 600 gms
 Note : Copper and silver zari used "	Products/Sarees/VSRTEX/310725/015_poondhamilsarees_550series_uniform_set_saries	960.75	8.895833333	16.0125	9.6075	31-Jul-25	VSRTEX	549	75%	960.75	Products/Sarees/VSRTEX/310725/	_poondhamilsarees_550series_uniform_set_saries	015
SR195	Saree	Poondhamil Sarees 550 series Uniform Set Sarees	SR195-Poondhamil Sarees 550 series Uniform Set Sarees	"??NAME         : 3D Embossed Saree
??MATERIAL :  Karizma SILK
??SIZE            : 6.25 mts
??FABRIC      : 80's warp saree
??TYPE          : WOVEN
??PALLU        :  CONTRAST
??FABRIC       : SOFT 
??WEIGHT     : 600 gms
 Note : Copper and silver zari used "	Products/Sarees/VSRTEX/310725/016_poondhamilsarees_550series_uniform_set_saries	960.75	8.895833333	16.0125	9.6075	31-Jul-25	VSRTEX	549	75%	960.75	Products/Sarees/VSRTEX/310725/	_poondhamilsarees_550series_uniform_set_saries	016
